name,location_city,location_neighborhood,location_coordinates,categories_0,bio_summary,bio_url,bio_birthdate,bio_deathdate,bio_yearsActiveStart,bio_yearsActiveEnd,youtube_clipExampleUrl,categories_1,categories_2
Die Antwoord,Cape Town,,"18.594231, -33.863259",group,"Die Antwoord is a South African rap group formed in Cape Town in 2008. The group was formed by rappers Ninja and ¥O-LANDI VI$$ER, and producer God. Die Antwoord's image is based on a counterculture movement known as Zef in South Africa.",https://en.wikipedia.org/wiki/Die_Antwoord,,,2008,,https://www.youtube.com/embed/cegdR0GiJl4,,
Romeo Elvis,Bruxelles,Linkebeek,"4.343090, 50.770863",rapper,Romeo Elvis (born Roméo Johnny Elvis Kiki Van Laeken the 13/12/1992) is a Belgian rapper from Bruxelles.,https://fr.wikipedia.org/wiki/Rom%C3%A9o_Elvis,1992-12-13T00:00:00.000Z,,2012,,https://www.youtube.com/embed/08M61pwlPIw,,
Scylla,Bruxelles,Schaerbeek,"4.381356, 50.875477",rapper,"Scylla is a Belgian rapper, member of the OPAK crew.",https://fr.wikipedia.org/wiki/Scylla_(rappeur),,,2002,,https://www.youtube.com/embed/Pr0ViEHmuRY,,
Isha,Bruxelles,,"4.366379, 50.858963",rapper,Isha (Previously know has Psmaker) is a Belgian rap artist from Bruxelles.,,,,2005,,https://www.youtube.com/embed/wjFaQwX-Sts,,
Movez'Lang,Boulogne Billancourt,Pont de Sèvres,"2.231283, 48.828274",group,"Mo'vez Lang is a French rap band from Boulogne, Hauts-de-Seine. The group was formed by LIM, Cens Nino and Boulox Force.",https://fr.wikipedia.org/wiki/Mo%27vez_Lang,,,1995,2012.0,https://www.youtube.com/embed/_tky7E4aJJ4,,
Caballero,Bruxelles,,"4.356444, 50.849468",rapper,Caballero is a rapper from Bruxelles member of the group Les Corbeaux and from the Black Syndicat crew.,,,,2011,,https://www.youtube.com/embed/GaY39xEqRHY,,
De La Soul,New York,Long Island,"-73.412484, 40.670466",group,"De La Soul is an American hip hop trio formed in 1987 on Long Island, New York, formed by Posdnuos, Dave and Maseo.",https://en.wikipedia.org/wiki/De_La_Soul,,,1987,,https://www.youtube.com/embed/gC1xuVCBl4o,,
Massive Töne,Stuttgart,,"9.179257, 48.777536",group,"Massive Töne is one of the oldest German hip hop groups, founded 1991 in Stuttgart. Formed by Showi (Jean-Christoph Ritter), Ju (João dos Santos), Wasi (Wasi Ntuanoglu) and DJ 5ter Ton (""DJ Fifth Note"", Alexander Scheffel).",https://en.wikipedia.org/wiki/Massive_T%C3%B6ne,,,1991,2006.0,https://www.youtube.com/embed/y8pcVDN8vWQ,,
Skepta,Tottenham,,"-0.074800, 51.605561",rapper,"Joseph Junior Adenuga (born 19 September 1982), better known by his stage name Skepta, is an British grime artist, songwriter and record producer from Tottenham, North London. He is a former member of the grime band ""Meridian Crew"".",https://en.wikipedia.org/wiki/Skepta,1982-09-19T00:00:00.000Z,,2003,,https://www.youtube.com/embed/MQOG5BkY2Bc,,
Post Malone,Grapevine,,"-97.088580, 32.933703",rapper,"Austin Richard Post (born July 4, 1995), better known by his stage name Post Malone, is an American rapper, singer, songwriter and record producer from Grapevine, Texas.",https://en.wikipedia.org/wiki/Post_Malone,1995-07-04T00:00:00.000Z,,2015,,https://www.youtube.com/embed/SLsTskih7_I,,
Travis Scott,Houston,Missouri City,"-95.543564, 29.582629",rapper,"Jacques Webster (born April 30, 1992), better known by his stage name Travis Scott (formerly stylized as Travi$ Scott), is an American hip hop recording artist and record producer from Houston, Texas.",https://en.wikipedia.org/wiki/Travis_Scott,1992-06-30T00:00:00.000Z,,2008,,https://www.youtube.com/embed/KnZ8h3MRuYg,,
O.T. Genasis,Long Beach,,"-118.193809, 33.796106",rapper,"Odis Oliver Flores (born June 19, 1987), better known by the stage name O.T. Genasis, is an American hip hop recording artist from Long Beach, California.",https://en.wikipedia.org/wiki/O.T._Genasis,1987-06-19T00:00:00.000Z,,2011,,https://www.youtube.com/embed/6vYnas6q3Sg,,
OG Maco,Atlanta,College Park,"-84.471013, 33.618017",rapper,"Maco Mattix (born April 23, 1992), better known by his stage name OG Maco, is an American hip hop recording artist from Atlanta, Georgia.",https://en.wikipedia.org/wiki/OG_Maco,1992-04-23T00:00:00.000Z,,2011,,https://www.youtube.com/embed/kT3OQwyvKmk,,
Mac Tyer,Aubervilliers,,"2.374911, 48.914508",rapper,"Socrate Petteng better known as Mac Tyer is a French rapper of Cameroonian descent, born in Aubervilliers, Seine-Saint-Denis. Alongside with Mac Kregor he is a member of the rap band Tandem. ",https://en.wikipedia.org/wiki/Mac_Tyer,1979-04-23T00:00:00.000Z,,1999,,https://www.youtube.com/embed/8YIbnejG8vY,,
Triptik,Paris,,"2.349048, 48.873174",group,Triptik is a french Hip Hop band formed by two rappers Dabaaz and Black' Boul (Greg Frite) and one dj Drixxxé.,https://fr.wikipedia.org/wiki/Triptik,,,1994,,https://www.youtube.com/embed/_Sc-SWhCgsY,,
Nemir,Perpignan,St-Jacques,"2.905447, 42.698712",rapper,Némir is a French rappeur from Perpignan.,https://fr.wikipedia.org/wiki/N%C3%A9mir_(rappeur),,,2009,,https://www.youtube.com/embed/4xirW-IJLvI,,
Disiz La Peste,Évry,Épinettes-Aunettes,"2.432454, 48.618874",producer / dj,"Sérigne M'Baye Gueye (born 28 March 1978), better known by his stage name Disiz, (formerly Disiz la Peste and Disiz Peter Punk), is a French rapper and actor from Évry. 

",https://en.wikipedia.org/wiki/Disiz,1978-03-28T00:00:00.000Z,,1999,,https://www.youtube.com/embed/2b9xNT7R1So,rapper,
Dadoo,Toulouse,,"1.435427, 43.593104",producer / dj,"Dadoo (born Daniel Camara in 1976) is a French rapper and also a member of the Toulouse rap group, KDD.",https://en.wikipedia.org/wiki/Dadoo,,,1994,,https://www.youtube.com/embed/1g4YpCumZK8,rapper,
Da familia,Liège,,"5.618986022107213, 50.6111155247163",group,"Da Familia was a Belgian group mixing Rock, Punk, Metal and Hip Hop, founded by JP Devox in 2001. ",,,,2001,2006.0,https://www.youtube.com/embed/SreWvoeMBcs,,
Arianna Puello,Girona,Salt,"2.789179, 41.971135",rapper,"Arianna Puello or Ari (born 16 January 1977) is a Spanish rapper of Dominican origin from Salt, Girona.",https://en.wikipedia.org/wiki/Arianna_Puello,1977-01-16T00:00:00.000Z,,1998,,https://www.youtube.com/embed/YXBMn1ENsNw,,
Sefyu,Aulnay-sous-Bois,Cité Nouvelle Emmaüs,"2.491753, 48.950124",rapper,"Youssef Soukouna (born 20 April 1981), better known by his stage name Sefyu is a French rapper of Senegalese descent from Aulnay-sous-Bois, Seine-Saint-Denis.",https://en.wikipedia.org/wiki/Sefyu,1981-04-20T00:00:00.000Z,,2004,,https://www.youtube.com/embed/Nzt7puchldA,,
Akon,Jersey City,,"-74.071806, 40.726127",rapper,"Aliaume Damala Badara Akon Thiam (born April 16, 1973), better known as Akon, is an American singer, rapper, songwriter, businessman, record producer and actor from Jersey City, New Jersey.",https://en.wikipedia.org/wiki/Akon,1973-04-16T00:00:00.000Z,,2003,,https://www.youtube.com/embed/14PgWitIbSk,singer,
Yung Lean,Stockholm,Södermalm,"18.060332, 59.311338",rapper,"Jonatan Leandoer Håstad (born 18 July 1996), better known by his stage name Yung Lean, is a Swedish rapper from Stockholm.",https://en.wikipedia.org/wiki/Yung_Lean,1996-07-18T00:00:00.000Z,,2012,,https://www.youtube.com/embed/tMgkt9jdjTU,,
Vald,Aulnay-sous-Bois,,"2.493237, 48.934982",rapper,"Valentin Le Du, know has Vald (born 15 jully 1992) is a French rapper from Aulnay-sous-Bois, Seine-Saint-Denis.",https://fr.wikipedia.org/wiki/Vald,1992-07-15T00:00:00.000Z,,2011,,https://www.youtube.com/embed/lA0FgzTvSUc,,
Freeze Corleone,Paris,Gentilly,"2.344257, 48.812902",rapper,"Freeze Corleone is a Canadian rapper, founder member of the hiphop crew 667 based in Gentilly, Paris. ",,,,2013,,https://www.youtube.com/embed/C1qRsVR-3Bk,,
Coyote Jo Bastard,Paris,17ème arrondissement,"2.304811, 48.884824",rapper,Coyote Jo Bastard is a French rapper from the 17ème arrondissement of Paris.,,2017-03-10T00:00:00.000Z,2017-03-10T00:00:00.000Z,2012,,https://www.youtube.com/embed/2X7NVC9-l5E,,
Lomepal,Paris,13ème arrondissement,"2.353092, 48.831507",rapper,Lomepal is a French rapper from the south of Paris.,,,,2009,,https://www.youtube.com/embed/NqH3XHHdsO4,,
Nakk,Bobigny,Cité Paul Éluard,"2.443653, 48.907971",rapper,"Nakk, real name Narcisse Kamga, born the 30 march 1976, is a french rapper from Bobigny, Seine-Saint-Denis.",https://fr.wikipedia.org/wiki/Nakk,1976-03-30T00:00:00.000Z,,1996,,https://www.youtube.com/embed/O5qpCh3fAB0,,
2 Bal,Chelles,Cité Gambetta,"2.592819, 48.879152",group,2 Bal is a french rap group from Chelles. The group is composed by the   twin brother Doc TMC et G-Kill.,https://fr.wikipedia.org/wiki/2_Bal,,,1996,2010.0,https://www.youtube.com/embed/IlLP6gA8njk,,
Youssoupha,Satrouville,,"2.163864, 48.936450",rapper,"Youssoupha Mabiki, better known by his nickname Youssoupha born in Kinshasa on 29 August 1979) is a French rapper of Congolese origin.",https://en.wikipedia.org/wiki/Youssoupha,1979-08-29T00:00:00.000Z,,1999,,https://www.youtube.com/embed/QTzUVMMri2w,,
Daddy Lord C,Nemours,Mont-Saint-Martin,"2.706585, 48.268683",rapper,"Daddy Lord C, real name Clarck Ebara, born 7 january 1970, is a french rapper & boxer from Nemours, Seinte-et-Marne. He was one of the member of the rap band La Cliqua.",https://fr.wikipedia.org/wiki/Daddy_Lord_C,,,1991,,https://www.youtube.com/embed/R909aYLmSiI,,
Assassin,Paris,,"2.335072, 48.890533",group,Assassin is a French rap group formed in the 18th Arrondissement of Paris. The group was formed in 1985 by Rockin' Squat and Solo.,https://en.wikipedia.org/wiki/Assassin_(rap_crew),,,1985,,https://www.youtube.com/embed/p-RPKYwu9ac,,
Les Sages Poètes de la Rue,Boulogne-Billancourt,,"2.228994, 48.830859",group,"Les Sages Poètes de la Rue is a french rap group. He was composed of Dany Dan, Melopheelo and Zoxea.",https://en.wikipedia.org/wiki/Les_Sages_Po%C3%A8tes_de_la_Rue,,,1987,,https://www.youtube.com/embed/q5YCZDlW-pI,,
Dany Dan,Boulogne-Billancourt,,"2.231573, 48.833172",rapper,"Daniel Lakoué better know has Dany Dan, is a french rapper, (born 20 November 1973). He is one of the member of the group les Sages Poètes de la Rue. ",https://fr.wikipedia.org/wiki/Dany_Dan,1973-11-20T00:00:00.000Z,,1993,,https://www.youtube.com/embed/SZlhfMoRVpE,,
Niska,Évry,Champtier-du-Coq,"2.437588, 48.636821",rapper,"Stan Dinga Pinto, better known by the artistic name Niska, is a french rapper from Évry, Essonne.",https://en.wikipedia.org/wiki/Niska_(rapper),1990-04-06T00:00:00.000Z,,2013,,https://www.youtube.com/embed/p-Ylj6ZUmtE,,
Take A Mic,Orly,,"2.398081, 48.743699",rapper,Take A Mic is a french rapper from Orly.,,,,2015,,https://www.youtube.com/embed/IM-4NccheX8,,
Orelsan,Alençon,,"0.083678, 48.431979",producer / dj,"Aurélien Cotentin (born 1 August 1982 in Alençon, Orne), better known by his stage name Orelsan, is a French rapper, songwriter, record producer, actor and film director.",https://en.wikipedia.org/wiki/Orelsan,1982-08-01T00:00:00.000Z,,2008,,https://www.youtube.com/embed/tOq65m0gc5g,rapper,
Grems,Paris,,"2.346578, 48.855452",producer / dj,"Michaël Eveno, better known by his stage name Grems (born 25 October 1978), is a French rapper and producer of French hip hop and designer.",https://en.wikipedia.org/wiki/Grems,1978-10-25T00:00:00.000Z,,1998,,https://www.youtube.com/embed/4V0aGTFlzF4,rapper,
Diam's,Orsay,Mondétour,"2.181267, 48.680257",rapper,Diam's (born Mélanie Georgiades on 25 July 1980) is a French-language rap artist of French and Greek Cypriot origin from Essone. She gained notoriety in France in the 2000.,https://en.wikipedia.org/wiki/Diam's,1980-07-25T00:00:00.000Z,,1996,2012.0,https://www.youtube.com/embed/Jsz43hm4GgI,singer,
Pit Baccardi,Paris,Ménilmontant,"2.382906, 48.866268",rapper,"Guillaume N'Goumou better know has Pit Baccardi, born 9 june 1978 in Cameroun, is a french rapper & producer from Paris. Pit Baccardi is the half brother of the rapper Dosseh.",https://fr.wikipedia.org/wiki/Pit_Baccardi,1978-06-09T00:00:00.000Z,,1995,,https://www.youtube.com/embed/AN8Tq5E8TlY,,
Shystie,Hackney,Northwold estate,"-0.060929, 51.562554",rapper,"Chanelle Scott Calica (born 25 December 1983), better known by her stage name Shystie, is an English rapper-songwriter and actress.",https://en.wikipedia.org/wiki/Shystie,1983-12-25T00:00:00.000Z,,2004,,https://www.youtube.com/embed/ucJi94rQA-Y,,
Nesbeal,Villiers-sur-Marne,Hautes-Noues,"2.535869, 48.835658",rapper,"Nabil Sahli (born 16 August 1978), better known by his stage name Nessbeal, is a French rapper from Villiers-sur-Marne, Val-de-Marne.",https://en.wikipedia.org/wiki/Nessbeal,1978-08-16T00:00:00.000Z,,1999,,https://www.youtube.com/embed/TxIF_P9VoRg,,
Mala,Boulogne-Billancourt,Pont de Sèvres,"2.234341, 48.830121",rapper,"Mala is a French rapper from Pont de Sèvres, Boulogne-Billandcourt. He was a member of the rap group Malekal Morte.",,,,1999,,https://www.youtube.com/embed/j7XZ96XjFJc,,
Sofiane,Blanc Ménil,,"2.472660, 48.924417",rapper,"Sofiane Zermani (born 21 July 1986) better known by the mononym Sofiane is a French rapper of Algerian origin. He is also known by the name Fianso. He come from Le Blanc-Mesni, Seine-Saint-Denis.",https://en.wikipedia.org/wiki/Sofiane_(rapper),1986-07-21T00:00:00.000Z,,2007,,https://www.youtube.com/embed/6zIiuUH4Q8s,,
Kalash Criminel,Sevran,Rougemont,"2.524996, 48.936965",rapper,"Kalash Criminel is a French rapper of Congolese descent from Sevran, Seine-Saint-Denis.",,,,2016,,https://www.youtube.com/embed/OYSHRYTprI8,,
Nèg' Marrons,Garges-Sarcelles,,"2.401814, 48.969739",group,"Nèg' Marrons is french hip-hop & reggae group from Garges-Sarcelles, Val-d'Oise. They was part of the Secteur A crew.",https://fr.wikipedia.org/wiki/N%C3%A8g'_Marrons,,,1995,,https://www.youtube.com/embed/fOmQtEFbdkQ,,
Sinik,Les Ulis,Cité des Hautes Bergères,"2.168392, 48.684966",rapper,"Thomas Idir a.k.a. Sinik (born June 26, 1980) is a French rap artist. His father is Algerian while his mother is French. ",https://en.wikipedia.org/wiki/Sinik,1980-06-26T00:00:00.000Z,,1996,2017.0,https://www.youtube.com/embed/dU0c6LjNEy0,,
Alibi Montana,La Courneuve,La cité des 4000,"2.380000, 48.926000",rapper,"Nikarson Saint-Germain better known by his stage name Alibi Montana (born in Villetaneuse, Seine-Saint-Denis, France in 1978) is a French rapper of Haitian origin.",https://en.wikipedia.org/wiki/Alibi_Montana,,,1999,,https://www.youtube.com/embed/QuUGVaijFW4,,
Kool Keith,New York,Bronx,"-73.882479, 40.844672",rapper,"Keith Thornton (born October 7, 1966), better known by his stage name Kool Keith, is an American rapper from The Bronx, New York known for his surreal, abstract and often profane or incomprehensible lyrics.",https://en.wikipedia.org/wiki/Kool_Keith,1966-10-07T00:00:00.000Z,,1984,,https://www.youtube.com/embed/Sv6dYo_S8lg,,
Hamza,Bruxelles,Bockstael,"4.342225, 50.877058",producer / dj,"Hamza is a rapper, producer from Bruxelles, Belgium. He had gained notoriety in 2015 with is free mixtape H24.",,,,2013,,https://www.youtube.com/embed/mdcBqqWj3kY,rapper,
Ab-Soul,Los Angeles,Carson,"-118.263819, 33.858318",rapper,"Herbert Anthony Stevens IV (born February 23, 1987), better known by his stage name Ab-Soul, is an American hip hop recording artist from Carson, California.  He is a member of the record label Top Dawg Entertainment (TDE).",https://en.wikipedia.org/wiki/Ab-Soul,1987-02-23T00:00:00.000Z,,2002,,https://www.youtube.com/embed/XiMt_5DRpeM,,
Beanie Sigel,Philadelphia,,"-75.175610, 39.927645",rapper,"Dwight E. Grant (born March 6, 1974), better known by his stage name Beanie Sigel, is an American rapper and actor from Philadelphia, Pennsylvania. As a former artist of Roc-A-Fella Records he had formed a close association with rappers Jay-Z.",https://en.wikipedia.org/wiki/Beanie_Sigel,1974-03-06T00:00:00.000Z,,1995,,https://www.youtube.com/embed/qKdS2WHUsIE,,
Dom Kennedy,Los Angeles,Leimert Park,"-118.323207, 34.011436",rapper,"Dominic Ross Hunn (born August 22, 1984), better known by his stage name Dom Kennedy, is an American rapper from Leimert Park, Los Angeles, California.",https://en.wikipedia.org/wiki/Dom_Kennedy,1984-08-22T00:00:00.000Z,,2008,,https://www.youtube.com/embed/gPzx06MjSvc,,
Problem,Los Angeles,Compton,"-118.225416, 33.876146",rapper,"Jason Martin (born May 8, 1985), better known by his stage name Problem, is an American rapper.  He is best known for his single ""Like Whaaat"" and for featuring on E-40's ""Function"".",https://en.wikipedia.org/wiki/Problem_(rapper),1985-05-08T00:00:00.000Z,,2006,,https://www.youtube.com/embed/9QCXhD7uDG8,,
Iamsu!,Pinole,,"-122.286000, 37.991000",producer / dj,"Sudan Ameer Williams (born November 16, 1989) better known by his stage name Iamsu!, is an American rapper, singer, and producer from Pinole, California.",https://en.wikipedia.org/wiki/Iamsu!,1989-11-16T00:00:00.000Z,,2007,,https://www.youtube.com/embed/clq0utOguMI,rapper,singer
Lord Infamous,Memphis,,"-90.039561, 35.092953",rapper,"Ricky T Dunigan (November 17, 1973 %u2013 December 20, 2013), better known by his stage name Lord Infamous, was an American rapper from Memphis, Tennessee. He was best known as co-founder of the Memphis rap group Three 6 Mafia.",https://en.wikipedia.org/wiki/Lord_Infamous,1973-11-17T00:00:00.000Z,2013-12-20T00:00:00.000Z,1990,2013.0,https://www.youtube.com/embed/lZM0pBNVMW0,,
Rae Sremmurd,Tupelo,Ida Street Housing Projects,"-88.731701, 34.251084",group,"Rae Sremmurd is an American hip hop duo originating from Tupelo, Mississippi formed by Swae Lee and Slim Jxmmi. The group is best know for their hit Black Beatles.",https://en.wikipedia.org/wiki/Rae_Sremmurd,,,2013,,https://www.youtube.com/embed/b8m9zhNAgKs,,
Lil Yachty,Atlanta,Austell,"-84.641416, 33.815649",rapper,"Miles Parks McCollum (born August 23, 1997), better known by his stage name Lil Yachty, is an American hip hop recording artist from Atlanta.",https://en.wikipedia.org/wiki/Lil_Yachty,1997-08-23T00:00:00.000Z,,2015,,https://www.youtube.com/embed/FvpWJKRPadk,,
Danger Mouse,Athens,,"-83.380205, 33.955017",producer / dj,"Brian Joseph Burton (born July 29, 1977), better known by his stage name Danger Mouse, is an American musician, songwriter and record producer.",https://en.wikipedia.org/wiki/Danger_Mouse_(musician),1977-07-29T00:00:00.000Z,,1998,,https://www.youtube.com/embed/vq8hrg4rO2g,,
The Streets,Birmingham,West Heath,"-1.957965, 52.396642",producer / dj,"The Streets were an English hip hop and UK garage project from Birmingham, England, led by the vocalist and multi-instrumentalist Mike Skinner.",https://en.wikipedia.org/wiki/The_Streets,,,1994,2011.0,https://www.youtube.com/embed/QIKqw-pTiJ0,rapper,
Richie Rich,Oakland,,"-122.233585, 37.800256",rapper,"Richard Serrell, better known by his stage name Richie Rich, is a rapper from Oakland, California. He currently runs his own record label, Ten-Six Records.",https://en.wikipedia.org/wiki/Richie_Rich_(rapper),1968-06-25T00:00:00.000Z,,1986,,https://www.youtube.com/embed/QDIQ0L2i0cE,,
Jimmy Spicer,New York,Brooklyn,"-74.000200, 40.682408",rapper,"James Bromley Spicer, better known by his stage name Jimmy Spicer, is an American hip hop recording artist who released a number of old school rap singles during the late 1970s and early 1980s.",https://en.wikipedia.org/wiki/Jimmy_Spicer,,,1980,1990.0,https://www.youtube.com/embed/fMwDdEGrt8E,,
Mase,New York,Harlem,"-73.940188, 40.817315",rapper,"Mason Durell Betha (born August 27, 1975), better known by stage name Mase (formerly often stylized Ma$e or MA$E), is an American hip hop recording artist from Harlem, New York.",https://en.wikipedia.org/wiki/Mase,1975-08-27T00:00:00.000Z,,1993,,https://www.youtube.com/embed/oCdE_bl0q1g,,
Cam'ron,New York,Harlem,"-73.944868, 40.826607",rapper,"Cameron Ezike Giles (born February 4, 1976), better known by his stage name Cam'ron, is an American rapper and actor  from Harlem, New York. He is the de facto leader of East Coast hip hop groups The Diplomats (also known as Dipset)",https://en.wikipedia.org/wiki/Cam%27ron,1976-02-04T00:00:00.000Z,,1993,,https://www.youtube.com/embed/m60XKqEEnfg,,
Stomy Bugsy,Sarcelle,,"2.372283, 48.974476",rapper,"Stomy Bugsy born Gilles Duarte (21 May 1972) is a French rapper and actor from Sarcelles, France. He is a member of the group Minister AMER with the rapper Passi.",https://en.wikipedia.org/wiki/Stomy_Bugsy,1972-05-21T00:00:00.000Z,,1991,,https://www.youtube.com/embed/izstQnMbnFo,,
Passi,Sarcelle,,"2.377660, 48.978217",rapper,"Passi Balende better know has Passi is a French hip hop artist who became famous in the mid-1990s with the group Ministère AMER, which included himself and Stomy Bugsy. He is most widely known, however, as a solo artist.",https://en.wikipedia.org/wiki/Passi,1972-12-21T00:00:00.000Z,,1992,,https://www.youtube.com/embed/h--37amvez4,,
Spoonie Gee,New York,Harlem,"-73.950990, 40.810218",rapper,"Gabriel Jackson (born 1963), better known by his stage name Spoonie Gee is an American rap artists from Harlem, New York.",https://en.wikipedia.org/wiki/Spoonie_Gee,,,1975,,https://www.youtube.com/embed/OEWTaMSe64w,,
Yelawolf,Nashville,,"-86.786701, 36.143001",rapper,"Michael Wayne Atha (born December 30, 1979), better known as Yelawolf, is an American hip hop recording artist.",https://en.wikipedia.org/wiki/Yelawolf,1979-12-30T00:00:00.000Z,,2005,,https://www.youtube.com/embed/np3pU-dLok4,,
Driver,Sarcelle,,"2.386947, 48.981097",rapper,"Driver is a French rapper, actor from Sarcelles (Val-d'Oise) born in 1976. Better know for is song Aie Aie Aie on the album ""Le grand schelem"".",https://fr.wikipedia.org/wiki/Driver_(rappeur),,,1990,,https://www.youtube.com/embed/ChCshWIM0Qo,,
The Jacka,Pittsburg,,"-121.897252, 38.015785",rapper,"Dominick Newton (August 12, 1977 %u2013 February 2, 2015), better known by his stage name The Jacka, was an American rapper from Pittsburg, California. The Jacka got his start with his group, Mob Figaz.",https://en.wikipedia.org/wiki/The_Jacka,1977-08-12T00:00:00.000Z,2015-02-02T00:00:00.000Z,1998,2015.0,https://www.youtube.com/embed/DdewgXQWC3w,,
Mozzy,Sacramento,Oak Park,"-121.457188, 38.548291",rapper,"Timothy ""Mozzy"" Patterson american rapper from Oak Park, Sacramento. Mozzy started rapping in 2004 under the name Lil' Tim, before changing his stage name to Mozzy in 2012.",https://en.wikipedia.org/wiki/Mozzy,1987-06-24T00:00:00.000Z,,2004,,https://www.youtube.com/embed/nIgFaS1yA0w,,
Chamillionaire,Houston,,"-95.570445, 29.887860",rapper,"Hakeem Seriki (born November 28, 1979), better known by his stage name Chamillionaire, is an American musician, rapper from Houston, Texas.",https://en.wikipedia.org/wiki/Chamillionaire,1979-11-28T00:00:00.000Z,,1997,,https://www.youtube.com/embed/CtwJvgPJ9xw,,
Robb Bank$,Coral Springs,,"-80.214480, 26.284915",rapper,"Richard Burrell (born September 24, 1994) better known by his stage name Robb Banks (formerly stylized Robb Bank$), is an American hip hop recording artist from Coral Springs, Florida.",https://en.wikipedia.org/wiki/Robb_Banks,1994-09-24T00:00:00.000Z,,2011,,https://www.youtube.com/embed/rZL8d25EiHQ,,
Casey,Rouen,Grand'Mare,"1.130590, 49.402861",rapper,"Cathy Palenne know as Casey, is a French rapper from Blanc-Mesnil, Seine-Saint-Denis.",https://fr.wikipedia.org/wiki/Casey_(rappeuse),,,1995,,https://www.youtube.com/embed/_L6VuuBIc2w,,
NoClue,Seattle,,"-122.384740, 47.563401",rapper,"Ricky Raphel Brown (born January 28, 1985), known by the stage name NoClue, is an American rapper from Seattle. He is best known for obtaining the title of the world's official %u201CFastest Rap MC%u201D by Guinness World Records.",https://en.wikipedia.org/wiki/NoClue,1985-01-28T00:00:00.000Z,,2004,,https://www.youtube.com/embed/7eqshogALsc?list=RDHIK7ffpdRdY,,
Sir Mix-a-Lot,Seatle,Capitol Hill,"-122.316756, 47.627400",rapper,"Anthony Ray (born August 12, 1963), better known by his stage name Sir Mix-a-Lot, is an American rapper and producer based in Seattle, Washington.",https://en.wikipedia.org/wiki/Sir_Mix-a-Lot,1963-08-12T00:00:00.000Z,,1983,2003.0,https://www.youtube.com/embed/SBPpy_SVV_0,,
Nacho Picasso,Seatle,,"-122.327673, 47.564748",rapper,"Jesse Robinson, better known by his stage name Nacho Picasso, is an American rapper from Seattle, Washington. He is a member of Moor Gang rap collective.",https://en.wikipedia.org/wiki/Nacho_Picasso,1983-10-30T00:00:00.000Z,,2010,,https://www.youtube.com/embed/ixaTVf9JG9o,,
La caution,Noisy-le-Sec,,"2.458637, 48.895434",group,La Caution is a French hip hop duo consisting of members Hi-Tekk and Nikkfurie of Moroccan descent.,https://en.wikipedia.org/wiki/La_Caution,,,1999,,https://www.youtube.com/embed/uoQGtk0I8a8,,
Svinkels,Paris,,"2.360646, 48.853630",group,"Svinkels is a french Hip Hop band composed of three MCs : Gérard Baste, Nikus Pokus, et Mr. Xavier (alias XanaX), active between 1994 and 2009.",https://fr.wikipedia.org/wiki/Svinkels,,,1994,2009.0,https://www.youtube.com/embed/H1GZydVTdnI,,
TTC,Paris,,"2.289997, 48.847221",group,"TTC is a French hip hop group from Paris. It consists of Tido Berman, Teki Latex, Cuizinier, Orgasmic, Para One, and Tacteel.",https://en.wikipedia.org/wiki/TTC_(band),,,1999,2013.0,https://www.youtube.com/embed/5VxmRw6LmBQ,,
Cormega,Brooklyn,,"-73.955178, 40.664684",rapper,"Cory McKay (born April 26, 1970), better known by his stage name Cormega, is an American rapper and songwriter from Brooklyn, New York.",https://en.wikipedia.org/wiki/Cormega,1970-04-26T00:00:00.000Z,,1990,,https://www.youtube.com/embed/z5nZtPz7F18,,
Fuzati,Versailles,,"2.144603, 48.812135",producer / dj,Fuzati (born in 1978) is a French rapper originating from Versailles. He was co-founder in 2000 of Klub des Loosers.,https://en.wikipedia.org/wiki/Fuzati,,,2003,,https://www.youtube.com/embed/Mqx6dJ2l66M,rapper,
Mafia K1 Fry,Paris,Val-de-Marne,"2.410339, 48.763903",group,"Mafia K-1 Fry sometimes stylized as Mafia K'1 Fry is a French collective of hip hop rappers from the Val-de-Marne and the Orly-Choisy-Vitry-Joinville axis, south of Paris.",https://en.wikipedia.org/wiki/Mafia_K-1_Fry,,,1995,,https://www.youtube.com/embed/QzoBB9NO9Dc,,
ATK,Paris,12th Arrondissement,"2.408019, 48.847175",group,"ATK is a French rap band from Paris. Created in 1995 and mainly know for their album Heptagone (1998). The group is composed of Axis, Cyanure, Freko Ding', Test and Fredy K.",https://fr.wikipedia.org/wiki/ATK_(groupe),,,1995,,https://www.youtube.com/embed/7pGqFGRIuPM,,
Tandem,Aubervilliers,,"2.387739, 48.915267",group,"Tandem was a French rap band from Aubervilliers, Seine-Saint-Denis formed by Mac Tyer, de Mac Kregor et & Mac Thyff.",https://fr.wikipedia.org/wiki/Tandem_(groupe),,,1999,2012.0,https://www.youtube.com/embed/icgYS_u8TtI,,
Suprême NTM,Saint-Denis,,"2.377206, 48.944615",group,Suprême NTM (or simply NTM) is a French hip hop group formed in 1989 in the Seine-Saint-Denis département. The group comprises rappers Joey Starr (born Didier Morville) and Kool Shen (born Bruno Lopes).,https://en.wikipedia.org/wiki/Supr%C3%AAme_NTM,,,1989,2001.0,https://www.youtube.com/embed/Y4uOM7s38XA,,
